codigo,prompt_ia,descripcionNueva
5546,"Escribe una descripción comercial para una tienda de informática sobre el producto: Correccion De Fecha Y Hora. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5555,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Hp 1103a-c/chip-neverstop-bj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5568,"Escribe una descripción comercial para una tienda de informática sobre el producto: Hasar R-6100 - Nueva Generacion. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5587,"Escribe una descripción comercial para una tienda de informática sobre el producto: Exaktus Ex-12 -12 Digitos  13x10. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5588,"Escribe una descripción comercial para una tienda de informática sobre el producto: Exaktus Ex-10 -10 Dig-visor Elevado-. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5600,"Escribe una descripción comercial para una tienda de informática sobre el producto: Etiq Hus H34130 - 30 X 100hj  A4. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5604,"Escribe una descripción comercial para una tienda de informática sobre el producto: Exaktus Ex-82  244 Funciones -cientifica. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5608,"Escribe una descripción comercial para una tienda de informática sobre el producto: Ledes  Autor Legal 75g 216x356. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5611,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cable 220 Monitor-cpu 1 8 Mts. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5614,"Escribe una descripción comercial para una tienda de informática sobre el producto: Perfor. Metalica Chica  Dl8230. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5615,"Escribe una descripción comercial para una tienda de informática sobre el producto: Microfibra Stabilo Point 88 Verde. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5616,"Escribe una descripción comercial para una tienda de informática sobre el producto: Microfibra Stabilo Point 88 Rojo. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5617,"Escribe una descripción comercial para una tienda de informática sobre el producto: Hojas P/plastificar En Frio 40x50cm X 10. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5623,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Coprint Universal 100 Ml Magenta. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5627,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cartucho Tinta R. Impresora. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5650,"Escribe una descripción comercial para una tienda de informática sobre el producto: Ups 5v P/ Reloj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5668,"Escribe una descripción comercial para una tienda de informática sobre el producto: Etiquetadora Maruzen 2l Mx6600. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5670,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.bic Round Stic 1mm Negro. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5672,"Escribe una descripción comercial para una tienda de informática sobre el producto: Pilas Energizer Ecr-2032 Lithium. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5679,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Hp 285/435a/436a -leon. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5684,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cofre Libro Cl2 -266x190x72. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5686,"Escribe una descripción comercial para una tienda de informática sobre el producto: Base Para Notebok -cooler. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5687,"Escribe una descripción comercial para una tienda de informática sobre el producto: Espirales P.v.c  9mm Trans.x 50 Unid-75h. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5688,"Escribe una descripción comercial para una tienda de informática sobre el producto: Espirales P.v.c 14mm Trans.x50 Unid-125h. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5689,"Escribe una descripción comercial para una tienda de informática sobre el producto: Espirales P.v.c 20mm Trans.x50 Unid-175h. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5691,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tapas P.p.line Trans.of.400 Mic.x50. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5692,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tapas P.p.line Opaco Of.negro 400mic.xun. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5694,"Escribe una descripción comercial para una tienda de informática sobre el producto: Notebook Sin Sistema Operativo - Garantía 6 Meses. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5696,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tela Teflonada P/selladora C200 X 3. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5697,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tela Teflonada P/selladora C300 X 3. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5698,"Escribe una descripción comercial para una tienda de informática sobre el producto: Adhesivo Barra Pizzini 8g. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5702,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lic. Sofware C.in.ti.a Full. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5703,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lic. Sofware C.in.ti.a Base-. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5707,"Escribe una descripción comercial para una tienda de informática sobre el producto: Producto Generica Std. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5708,"Escribe una descripción comercial para una tienda de informática sobre el producto: Producto Generica Std. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5709,"Escribe una descripción comercial para una tienda de informática sobre el producto: Fuente Pc Gamer. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5710,"Escribe una descripción comercial para una tienda de informática sobre el producto: Auriculares. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5712,"Escribe una descripción comercial para una tienda de informática sobre el producto: Fuente  Calculadoras. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5727,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cable Trebol 220v. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5740,"Escribe una descripción comercial para una tienda de informática sobre el producto: Rollo Term -1156- Hus 57x30 .x 10u. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5747,"Escribe una descripción comercial para una tienda de informática sobre el producto: Biblioteca Sql Puertas Metal - 901. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5751,"Escribe una descripción comercial para una tienda de informática sobre el producto: Pilas Vapex  Aaa Recargable X 2. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5754,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bateria 12v 5a. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5766,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Brother Tn- 880 Bj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5773,"Escribe una descripción comercial para una tienda de informática sobre el producto: Microfibra Toyo Point 98 F. Line. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5776,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.roller Sps Pubta 0,5. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5778,"Escribe una descripción comercial para una tienda de informática sobre el producto: Etiq.bal.hus-51905-termico Top 55x44x500. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5788,"Escribe una descripción comercial para una tienda de informática sobre el producto: Puntero Laser. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5800,"Escribe una descripción comercial para una tienda de informática sobre el producto: Silla Rudy-r3-silla Baja C/tt Gas. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5821,"Escribe una descripción comercial para una tienda de informática sobre el producto: Indice P/bibliorato. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5837,"Escribe una descripción comercial para una tienda de informática sobre el producto: Goma Maped Mini Technic Lapiz. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5841,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.bic 1mm Verde X Unidad. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5842,"Escribe una descripción comercial para una tienda de informática sobre el producto: Silla 850-s5- Silla Giratoria A Gas P/br. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5844,"Escribe una descripción comercial para una tienda de informática sobre el producto: Revistero Alpha N*4019. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5845,"Escribe una descripción comercial para una tienda de informática sobre el producto: Exaktus Er-100 -12 Dig- C/impresor. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5848,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Hp 283a Leon. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5849,"Escribe una descripción comercial para una tienda de informática sobre el producto: Impresora Cod  Barras  Zebra. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5850,"Escribe una descripción comercial para una tienda de informática sobre el producto: Ribon Para Zebra 2844 110x74. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5851,"Escribe una descripción comercial para una tienda de informática sobre el producto: Etiq.80x50 1b P/zebra Pi B40 X1000. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5853,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Hp T51b- Negro - Bj - 90 Ml. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5854,"Escribe una descripción comercial para una tienda de informática sobre el producto: Etiq Hus H34114 - 14 X 100hj  A4. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5870,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Kyocera - 1kg- 1370-2810-1500. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5871,"Escribe una descripción comercial para una tienda de informática sobre el producto: Ledes  Autor A4 80g 210x297 X 10 Resmas. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5872,"Escribe una descripción comercial para una tienda de informática sobre el producto: Pilas Energizer Alcalina  Aa X 1. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5877,"Escribe una descripción comercial para una tienda de informática sobre el producto: Etiq.101x101 Ilus.  (rollox480). Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5880,"Escribe una descripción comercial para una tienda de informática sobre el producto: Impresora Laser. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5898,"Escribe una descripción comercial para una tienda de informática sobre el producto: Porta Credencial C/broche Y Alfiler X Un. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5900,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cizalla Dasa Rotat-office A4 -5 Hojas. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5901,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cizalla Dasa Rotat-office A3 -5hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5910,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cuad.22x29 Husares Ry Espiral 80 Hj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5913,"Escribe una descripción comercial para una tienda de informática sobre el producto: Ups Trv 650a Neo 4t S/soft. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5921,"Escribe una descripción comercial para una tienda de informática sobre el producto: Rollo Term -1143- Hus 44x50 .x10u. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5922,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.bic Cristal 0 8mm Fina Azul. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5923,"Escribe una descripción comercial para una tienda de informática sobre el producto: Bolig.bic Cristal 0 8mm Fina Negra. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5930,"Escribe una descripción comercial para una tienda de informática sobre el producto: Caset Hasar Sm-700 - Gtc - Hasar 441. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5941,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lector Kross -ls 1000 - Inalambrico. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5942,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cargador Notebook Universal 40 W. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5948,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Hp 255a - Bj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5958,"Escribe una descripción comercial para una tienda de informática sobre el producto: Roller Vincher  0 7 Azul - Negra  2304. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5967,"Escribe una descripción comercial para una tienda de informática sobre el producto: Kyocera Ecosys P2040dw  Duplex-red-w. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5981,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Epson T1334  Amarillo Coprint. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5990,"Escribe una descripción comercial para una tienda de informática sobre el producto: Goma Maped  Esential Soft 40. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5993,"Escribe una descripción comercial para una tienda de informática sobre el producto: Fuente Switching Para Relojes. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
5994,"Escribe una descripción comercial para una tienda de informática sobre el producto: Rollo Term -1180- Hus 80x45 .x  8u. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
600,"Escribe una descripción comercial para una tienda de informática sobre el producto: Drum Brother Dr 630/660. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6003,"Escribe una descripción comercial para una tienda de informática sobre el producto: Portaminas 0 5 Mm Pizzini 1439f Facetado. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6005,"Escribe una descripción comercial para una tienda de informática sobre el producto: Portaminas 0 5 Mm Pizzini 1435 R Metal. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6006,"Escribe una descripción comercial para una tienda de informática sobre el producto: Portaminas 0 5 Mm Isofit 205-5 - Pl. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6021,"Escribe una descripción comercial para una tienda de informática sobre el producto: Casio Jf- 200tv - 12 Dig-. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6025,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Kyocera Tk-137 Km-2810  7200 Pag. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6026,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Samsung 111nc Leon (nuevo Chip). Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6033,"Escribe una descripción comercial para una tienda de informática sobre el producto: Etiq.bal.55x43 - Termico Top X 500 Br. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6035,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Epson T1332  Cyan Original. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6036,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Epson T1333  Magenta Original. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6037,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Epson T1334  Amarillo Original. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6038,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Epson T1351 Negro -original. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
604,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Epson T544 - Negra - Leon. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6040,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Hp 60xl Negro Leon. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6041,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Hp 60xl Color Leon. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6044,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Hp M615a Negro Bj - 42mm. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6047,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Hp 664xl Negro Leon. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
605,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Epson T544c Leon. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6050,"Escribe una descripción comercial para una tienda de informática sobre el producto: Caset Rotul Brother Tze-231-12 Mm-8m. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6057,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Cpu. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6058,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Tradicionales. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
606,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Epson T544 - Magenta -  Leon. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6060,"Escribe una descripción comercial para una tienda de informática sobre el producto: Pad Mouse. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6062,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Otros Comput.. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6063,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Notebook Y Netbook. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6064,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Pc All In One. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6065,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Impresora. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6066,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Fotocopiadora. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6067,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Contadora De Billetes. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6068,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Maq.de Calcular. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6069,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Maq.de Escribir. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
607,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Epson T544 - Amarillo -  Leon. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6070,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Fiscal. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6071,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Reloj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6072,"Escribe una descripción comercial para una tienda de informática sobre el producto: Atencion Redes. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6073,"Escribe una descripción comercial para una tienda de informática sobre el producto: Microfono. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6074,"Escribe una descripción comercial para una tienda de informática sobre el producto: Puerto Paralelo. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6075,"Escribe una descripción comercial para una tienda de informática sobre el producto: Puerto Serie. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6077,"Escribe una descripción comercial para una tienda de informática sobre el producto: Placa De Red USB Tp Link Tl-wn821. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6079,"Escribe una descripción comercial para una tienda de informática sobre el producto: Cooler Pc. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6083,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Kyocera Tk-162   Fs-1120d 2500pag. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6088,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Hp 662xl Negro Office 18ml. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6091,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Hp 150a - Sin Chip Leon. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6111,"Escribe una descripción comercial para una tienda de informática sobre el producto: Fotocopia. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6112,"Escribe una descripción comercial para una tienda de informática sobre el producto: Monitor Led. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6115,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Hp 1103 Neverstop-recarga. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6128,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tesoro De Arrimar-abulonar Cf-20di. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6130,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tesoro De Arrimar-abulonar Cf-40di. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6173,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tinta Hp 122xl Negro Leon. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6179,"Escribe una descripción comercial para una tienda de informática sobre el producto: Polvo De Toner M683 120gr. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
618,"Escribe una descripción comercial para una tienda de informática sobre el producto: Fichero Metalico P/300 Fichas. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6180,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Kyocera Tk-437 180/81 -15000 Pag. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
6181,"Escribe una descripción comercial para una tienda de informática sobre el producto: Pouch  90x130  150 Mic X 100 Unidades. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
